,slidename,scanname,roilabel,segmentlabel,sample_id,aoisurfacearea,aoinucleicount,roicoordinatex,roicoordinatey,rawreads,trimmedreads,stitchedreads,alignedreads,deduplicatedreads,sequencingsaturation,umiq30,rtsq30,disease_status,pathology,region,loq,normalizationfactor,roireportx,roireporty,idx,region_exact,ct_deconv_b cell,ct_deconv_cd8 t cell,ct_deconv_dc,ct_deconv_distal_tubules_and_collecting_duct,ct_deconv_endothelium,ct_deconv_loop_of_henle,ct_deconv_mnp,ct_deconv_mast cell,ct_deconv_mesangial_cells,ct_deconv_nk cell,ct_deconv_nkt cell,ct_deconv_nephron_epithelium,ct_deconv_neutrophil,ct_deconv_podocytes,ct_deconv_private,ct_deconv_proximal_tubular_cells,ct_deconv_th cell,x_2d_umap,y_2d_umap,x_3d_umap,y_3d_umap,z_3d_umap,barcode,image_file_name
disease1B_scan | 010 | neg,disease1B,disease1B_scan,10,neg,DSP-1002510007866-C-H06,184639.4427,691,11177,-11306,8206493,8143059,8081167,7668916,998898,87.82795525,0.9946,0.9938,DKD,nan,tubule,59.13030565,0.313400172,1070,-1589,disease1B_scan | 010 | neg,proximal tubule,0.310699021,0.0,0.097351045,0.4286644909999999,0.7030875790000001,2.906548079,0.178635395,0.002417293,1.4953516219999998,0.08869954699999999,0.0,0.26719397699999997,0.0,0.0,0.0,4.357916467,0.0,-0.52175194,0.8794085,4.7037373,9.512833,1.9633579,disease1B_scan | 010 | neg,disease1B_scan - 010 - neg
disease1B_scan | 011 | PanCK,disease1B,disease1B_scan,11,PanCK,DSP-1002510007866-C-H07,8595.700078,49,8993,-8961,867708,859778,851724,757388,116260,86.60148345,0.9945,0.9938,DKD,nan,tubule,9.976208618,2.4624299240000003,522,-1023,disease1B_scan | 011 | PanCK,distal tubule,0.194934962,0.0,0.0,4.973856316,0.739001596,6.119569791,0.0,0.0,1.072010911,0.166581875,0.0,0.717803525,0.0,0.0,0.0,0.0,0.0,5.2182837,-4.46008,8.665801,2.6308715,9.843372,disease1B_scan | 011 | PanCK,disease1B_scan - 011 - PanCK
disease1B_scan | 011 | neg,disease1B,disease1B_scan,11,neg,DSP-1002510007866-C-H08,67263.41151,346,8993,-8961,2971988,2947626,2925080,2778654,408220,86.26441291,0.9945,0.9937,DKD,nan,tubule,23.52726638,0.749435194,522,-1023,disease1B_scan | 011 | neg,proximal tubule,0.337677299,0.0,0.173923987,0.051872337000000004,0.739729985,6.912377912,0.20710181,0.0,2.968497025,0.5429369310000001,0.0,0.45703784,0.0,0.0,0.0,3.968152841,0.0,-0.06467383,0.7881518,4.6333838,9.20074,1.7516766,disease1B_scan | 011 | neg,disease1B_scan - 011 - neg
disease1B_scan | 012 | PanCK,disease1B,disease1B_scan,12,PanCK,DSP-1002510007866-C-H09,9549.196875,102,22604,-12038,1282197,1269935,1261273,1183116,162846,87.29945554,0.9937,0.9929,DKD,nan,tubule,15.1242666,1.723700947,3924,-1797,disease1B_scan | 012 | PanCK,distal tubule,0.0,0.0,0.130581118,1.319609525,0.33314125399999994,7.849299629,0.057132557,0.009047376,0.43128404299999995,0.105852305,0.0,0.690707008,0.0,0.0,0.059641123,0.0,0.0,4.9772,-4.2002087,8.611136,2.8200672,9.574471,disease1B_scan | 012 | PanCK,disease1B_scan - 012 - PanCK
disease1B_scan | 012 | neg,disease1B,disease1B_scan,12,neg,DSP-1002510007866-C-H10,67032.55145,232,22604,-12038,4309664,4276408,4244726,3978209,498008,88.44438917,0.9949,0.9942,DKD,nan,tubule,36.67058854,0.5943796370000001,3924,-1797,disease1B_scan | 012 | neg,proximal tubule,0.0,0.0,0.12798704,0.45038064099999997,0.531926875,2.81026301,0.061485364,0.0062313080000000005,0.538543411,0.031706625,0.0,0.31479002899999997,0.0,0.0,0.0,3.436351665,0.0,-0.31888393,0.7977721,4.670072,9.405765,1.8777018,disease1B_scan | 012 | neg,disease1B_scan - 012 - neg
disease1B_scan | 013 | Geometric Segment,disease1B,disease1B_scan,13,Geometric Segment,DSP-1002510007866-C-H11,17039.358669999998,127,32260,-31748,705518,699311,693525,660348,80775,88.55096539,0.9942,0.9935,DKD,healthy,glomerulus,6.420255967999999,2.8728349110000004,6345,-6718,disease1B_scan | 013 | Geometric Segment,glomerulus,0.078275321,0.0,0.024995577999999997,0.7224496880000001,6.19739431,1.022389115,0.16912943,0.0,4.855279235,0.363945125,0.0,0.848390741,0.0,0.756042146,0.0,0.061128873,0.0,5.328023,8.547928,11.291956,11.778794,6.314912,disease1B_scan | 013 | Geometric Segment,disease1B_scan - 013
disease1B_scan | 014 | Geometric Segment,disease1B,disease1B_scan,14,Geometric Segment,DSP-1002510007866-C-H12,21155.0307,147,38016,-30572,1393969,1383682,1374831,1310359,113289,91.87291826,0.9945,0.9939,DKD,healthy,glomerulus,9.788140646,2.4624299240000003,7786,-6424,disease1B_scan | 014 | Geometric Segment,glomerulus,0.0,0.0,0.084774528,0.0,6.715759694999999,2.329625183,0.509497891,0.006370181999999999,4.479096008,0.200734032,0.0,0.91015367,0.12176492400000001,2.672877721,0.0,0.0,0.0,5.243911,9.568445,11.55717,11.554083,6.7541003,disease1B_scan | 014 | Geometric Segment,disease1B_scan - 014
disease1B_scan | 015 | Geometric Segment,disease1B,disease1B_scan,15,Geometric Segment,DSP-1001250007868-B-A02,17343.44165,103,38233,-28514,2412414,2377865,2344570,2176893,41756,98.26911965,0.9886,0.9869,DKD,healthy,glomerulus,3.295911057,5.745669822999999,7840,-5912,disease1B_scan | 015 | Geometric Segment,glomerulus,0.086672316,0.0,0.0,0.0,3.593940261,0.067364101,0.026820447999999997,0.005792333,3.02470463,0.0,0.0,0.9860545749999999,0.034119216,1.4653456480000002,0.018669842,0.0,0.0,5.0132174,8.105313,10.618619,11.555267,6.033885,disease1B_scan | 015 | Geometric Segment,disease1B_scan - 015
disease1B_scan | 016 | Geometric Segment,disease1B,disease1B_scan,16,Geometric Segment,DSP-1001250007868-B-A03,27363.79128,196,28961,-21908,2485803,2444386,2409599,2277760,48682,98.04159863,0.9878,0.9859,DKD,healthy,glomerulus,3.7979517919999997,5.745669822999999,5518,-4255,disease1B_scan | 016 | Geometric Segment,glomerulus,0.061685511,0.0,0.0,0.0,3.890107945,1.037776945,0.18067749200000002,0.0,2.820470245,0.0,0.0,0.993209298,0.0,2.108658197,0.064728471,0.0,0.0,4.4068,7.2449546,10.088513,11.266182,5.4878573,disease1B_scan | 016 | Geometric Segment,disease1B_scan - 016
disease1B_scan | 017 | Geometric Segment,disease1B,disease1B_scan,17,Geometric Segment,DSP-1001250007868-B-A04,21838.178219999998,159,19238,-12682,2611327,2567277,2530225,2380468,44677,98.28910742,0.9875,0.9854,DKD,healthy,glomerulus,3.779318439,5.745669822999999,3087,-1947,disease1B_scan | 017 | Geometric Segment,glomerulus,0.013804175,0.0,0.07776546200000001,0.0,3.7450551999999995,0.7550518690000001,0.213975975,0.021935821,1.53837778,0.049206052,0.0,0.7804067109999999,0.10475783,1.682463346,0.0,0.0,0.0,4.7240367,7.717385,10.557829,11.438259,5.8836975,disease1B_scan | 017 | Geometric Segment,disease1B_scan - 017
disease1B_scan | 018 | Geometric Segment,disease1B,disease1B_scan,18,Geometric Segment,DSP-1001250007868-B-A05,29316.18948,224,33136,-22066,1761196,1729188,1702393,1610516,34355,98.04933693,0.9869,0.9849,DKD,healthy,glomerulus,2.784821371,5.745669822999999,6560,-4303,disease1B_scan | 018 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.169119262,4.153359225,0.8087546809999999,0.0,0.0,1.907325561,0.0,0.0,0.5979365050000001,0.091252156,1.6239843090000001,0.0,0.0,0.0,5.2011976,8.369188,11.010328,11.935577,6.098906,disease1B_scan | 018 | Geometric Segment,disease1B_scan - 018
disease1B_scan | 019 | Geometric Segment,disease1B,disease1B_scan,19,Geometric Segment,DSP-1001250007868-B-A06,23376.81893,130,31143,-21434,1075280,1055546,1039862,987389,21249,98.02386355,0.9873,0.9855,DKD,abnormal,glomerulus,2.5657152830000003,8.618504734,6064,-4144,disease1B_scan | 019 | Geometric Segment,glomerulus,0.12459991699999999,0.0,0.0,0.0,0.391346949,0.356069937,0.0,0.0,1.034596555,0.0,0.0,0.07599628,0.0,0.0,0.061048923,0.0,0.0,3.8416278,6.706437,9.500568,10.758005,5.099238,disease1B_scan | 019 | Geometric Segment,disease1B_scan - 019
disease1B_scan | 020 | Geometric Segment,disease1B,disease1B_scan,20,Geometric Segment,DSP-1001250007868-B-A07,34871.37949,185,28871,-20331,3596971,3532718,3480276,1969705,39143,98.91177883,0.987,0.985,DKD,abnormal,glomerulus,4.931996732,5.745669822999999,5496,-3866,disease1B_scan | 020 | Geometric Segment,glomerulus,0.122600526,0.0,0.021265409,0.02834875,0.546041345,0.32632485,0.067258697,0.0,1.6688356780000002,0.0,0.0,0.633128684,0.0,0.0,0.21598465,0.0,0.0,4.8042097,7.4608746,10.288127,11.569564,5.6178846,disease1B_scan | 020 | Geometric Segment,disease1B_scan - 020
disease1B_scan | 021 | Geometric Segment,disease1B,disease1B_scan,21,Geometric Segment,DSP-1001250007868-B-A08,29638.498260000004,167,28494,-20693,6624280,6501597,6392274,2316137,49662,99.25030343,0.9871,0.9852,DKD,abnormal,glomerulus,5.705255182,4.309252367,5403,-3958,disease1B_scan | 021 | Geometric Segment,glomerulus,0.138538194,0.0,0.0,0.0,0.896658632,0.38676197100000004,0.19788766300000002,0.0,3.1612799839999997,0.0,0.0,1.2940001190000001,0.091056001,0.0,0.061644687000000004,0.0,0.0,5.1402802,8.061318,10.766984,11.757742,5.979238,disease1B_scan | 021 | Geometric Segment,disease1B_scan - 021
disease1B_scan | 022 | Geometric Segment,disease1B,disease1B_scan,22,Geometric Segment,DSP-1001250007868-B-A09,24203.53455,145,32218,-31068,1274498,1246856,1225128,1160940,24887,98.04730961,0.9856,0.983,DKD,abnormal,glomerulus,2.364025538,8.618504734,6336,-6550,disease1B_scan | 022 | Geometric Segment,glomerulus,0.050872846,0.0,0.0,0.136635662,1.348781766,0.312505412,0.538904083,0.0,3.0958450980000003,0.0,0.0,0.0,0.0,0.0,0.006781919,0.0,0.0,4.0663047,6.448349,9.670708,11.070768,4.885733,disease1B_scan | 022 | Geometric Segment,disease1B_scan - 022
disease1B_scan | 023 | Geometric Segment,disease1B,disease1B_scan,23,Geometric Segment,DSP-1001250007868-B-A10,24850.0706,162,32556,-30116,1762715,1733661,1708493,1624815,30385,98.27623864,0.9879,0.9861,DKD,abnormal,glomerulus,2.8205710660000003,8.618504734,6418,-6304,disease1B_scan | 023 | Geometric Segment,glomerulus,0.17784790399999997,0.0,0.0,0.0,0.892310097,2.175968926,0.033883795,0.00186902,3.0916858019999998,0.0,0.0,0.9813057370000001,0.0,0.0,0.224568587,0.0,0.0,3.0950224,6.122251,9.105543,10.302292,4.5748672,disease1B_scan | 023 | Geometric Segment,disease1B_scan - 023
disease1B_scan | 024 | Geometric Segment,disease1B,disease1B_scan,24,Geometric Segment,DSP-1001250007868-B-A11,22985.60386,126,15685,-13025,811601,796263,784340,741467,19827,97.55705082,0.9872,0.9852,DKD,abnormal,glomerulus,2.288874996,8.618504734,2202,-2039,disease1B_scan | 024 | Geometric Segment,glomerulus,0.231343508,0.0,0.025657149,0.0,0.372960274,0.18419238100000002,0.002652914,0.0,0.777074397,0.06629517,0.0,0.23985151300000002,0.0,0.0,0.0,0.048250118,0.0,4.31662,6.9848256,9.916382,11.208692,5.24636,disease1B_scan | 024 | Geometric Segment,disease1B_scan - 024
