gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_Nephron_epithelium	celltype_Endothelium	celltype_Podocytes	celltype_Distal_tubules_and_collecting_duct	celltype_Proximal_tubular_cells	celltype_Loop_of_Henle	celltype_Private	celltype_Neutrophil	celltype_MNP	celltype_Mesangial_cells	celltype_NKT cell	celltype_Mast cell	celltype_Th cell	celltype_NK cell	celltype_CD8 T cell	celltype_B cell	celltype_DC
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.041	0.024	0.04	0.055	0.096	0.081	0.027	0.0	0.013	0.027	0.01	0.097	0.002	0.002	0.0	0.024	0.094
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.069	0.021	0.0	0.394	0.007	0.046	0.039	0.0	0.088	0.026	0.01	0.068	0.064	0.012	0.06	0.015	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.0	0.002	0.01	0.01	0.134	0.004	0.01	0.0	0.001	0.0	0.0	0.0	0.0	0.011	0.0	0.195	0.042
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.003	0.004	0.0	0.037	0.003	0.012	0.002	0.0	0.004	0.021	0.0	0.0	0.001	0.007	0.0	0.003	0.36
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.007	0.0	0.0	0.018	0.003	0.003	0.001	0.0	0.002	0.0	0.003	0.0	0.004	0.004	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.02	0.082	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.024	0.006	0.63	0.0	0.03	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.036	0.024	0.085	0.031	0.402	0.097	0.037	0.04	0.014	0.119	0.062	0.0	0.033	0.022	0.014	0.011	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.004	0.001	0.0	0.02	0.0	0.001	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.005	0.001	0.0	0.017	0.0	0.039	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.264
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC09C06C70F	0.023	0.007	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.332	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.005	0.034	0.013	0.041	0.026	0.035	0.003	0.0	0.006	0.771	0.004	0.496	0.004	0.005	0.0	0.04	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.0	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.001	0.004	0.0	0.001	0.0	0.003	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.022	0.008	0.004	0.001	0.004	0.003	0.007	0.0	0.018	0.03	0.009	0.0	0.006	0.013	0.037	0.0	1.586
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.003	0.016	0.033	0.031	0.01	0.013	0.016	0.0	0.008	1.115	0.018	0.058	0.045	0.019	0.026	0.007	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.049	0.626	0.417	0.02	0.058	0.042	0.01	0.0	0.015	1.605	0.054	0.0	0.005	0.0	0.048	0.006	0.028
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.222	2.13	0.029	0.207	0.274	0.267	0.039	0.0	0.033	1.242	0.057	0.0	0.027	0.025	0.0	0.047	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.026	0.029	0.048	0.011	0.013	0.002	0.009	0.0	0.006	0.313	0.006	0.0	0.008	0.0	0.0	0.003	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.028	0.03	0.109	0.086	0.013	0.032	0.009	0.0	0.009	1.939	0.013	0.0	0.012	0.004	0.005	0.004	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.307	2.205	0.068	0.211	0.439	0.411	0.038	0.0	0.051	1.146	0.046	0.067	0.007	0.034	0.028	0.023	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0FBFA176B	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.261	0.395	0.251	1.512	0.195	0.448	0.057	0.0	0.062	1.83	0.043	0.0	0.08	0.043	0.065	0.047	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.043	0.321	0.027	0.05	0.008	0.091	0.056	0.0	0.011	2.06	0.286	0.0	0.054	0.181	0.025	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.04	0.103	0.122	0.056	0.077	0.026	0.047	0.356	0.075	0.189	0.169	0.083	0.127	0.095	0.081	0.107	0.055
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.0	0.166	0.0	0.005	0.011	0.001	0.002	0.0	0.008	0.038	0.001	0.0	0.0	0.009	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC08F797F90	0.006	0.0	0.012	0.001	0.007	0.013	0.0	0.0	0.0	0.125	0.0	0.094	0.006	0.004	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.015	0.031	0.0	0.005	0.0	0.015	0.006	0.0	0.004	0.152	0.002	0.0	0.023	0.003	0.01	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.0	0.0	0.0	0.002	0.003	0.003	0.0	0.0	0.027	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.05
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.13	0.002	0.0	0.013	0.036	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC058845C44	0.049	0.106	0.014	0.013	0.008	0.07	0.003	0.0	0.012	0.034	0.0	0.0	0.003	0.009	0.014	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.011	0.017	0.277	0.158	0.007	0.077	0.0	0.0	0.006	0.297	0.01	0.0	0.0	0.005	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.082	0.753	0.004	0.002	0.026	0.004	0.02	0.0	0.011	0.188	0.01	0.077	0.006	0.008	0.0	0.134	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.322	0.638	1.35	1.682	0.501	0.91	0.123	0.289	0.106	2.596	0.11	0.024	0.125	0.1	0.241	0.104	0.3
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.056	0.026	0.77	0.336	0.092	0.257	0.02	0.0	0.013	0.005	0.008	0.0	0.025	0.05	0.005	0.201	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.053	0.024	2.402	0.237	0.106	0.363	0.013	0.0	0.003	0.054	0.02	0.0	0.008	0.012	0.0	0.106	0.044
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.028	0.009	0.107	0.014	0.0	0.033	0.001	0.0	0.004	0.035	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC03C093767	0.033	0.015	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.002	0.002	0.0	0.006	0.002	0.037	0.0	0.0	0.002	0.62	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.008	0.019	0.011	0.032	0.008	0.016	0.005	0.0	0.002	0.062	0.01	0.0	0.004	0.007	0.0	0.004	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC061137A41	0.0	0.002	0.0	0.037	0.0	0.018	0.0	0.0	0.003	0.06	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC01F1F24AA	0.041	0.024	0.04	0.055	0.096	0.081	0.027	0.0	0.013	0.027	0.01	0.097	0.002	0.002	0.0	0.024	0.094
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.069	0.021	0.0	0.394	0.007	0.046	0.039	0.0	0.088	0.026	0.01	0.068	0.064	0.012	0.06	0.015	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.0	0.002	0.01	0.01	0.134	0.004	0.01	0.0	0.001	0.0	0.0	0.0	0.0	0.011	0.0	0.195	0.042
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0EB600CAC	0.003	0.004	0.0	0.037	0.003	0.012	0.002	0.0	0.004	0.021	0.0	0.0	0.001	0.007	0.0	0.003	0.36
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC083EDDA21	0.007	0.0	0.0	0.018	0.003	0.003	0.001	0.0	0.002	0.0	0.003	0.0	0.004	0.004	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.02	0.082	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.024	0.006	0.63	0.0	0.03	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.036	0.024	0.085	0.031	0.402	0.097	0.037	0.04	0.014	0.119	0.062	0.0	0.033	0.022	0.014	0.011	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC09DE07794	0.004	0.001	0.0	0.02	0.0	0.001	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0AD6D8724	0.005	0.001	0.0	0.017	0.0	0.039	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.264
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC040C26CBD	0.023	0.007	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.332	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0F300DE24	0.005	0.034	0.013	0.041	0.026	0.035	0.003	0.0	0.006	0.771	0.004	0.496	0.004	0.005	0.0	0.04	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00064A9CE	0.0	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06873D10F	0.001	0.004	0.0	0.001	0.0	0.003	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0E3784FFB	0.087	0.26	0.139	0.221	0.122	0.094	0.014	0.0	0.019	0.382	0.005	0.0	0.006	0.015	0.014	0.101	0.05
CDH1	P12830	False	CADH1_HUMAN		CPI-SC0D9B795CC	0.127	0.043	0.043	0.749	0.055	0.206	0.031	0.0	0.021	0.037	0.031	0.0	0.019	0.032	0.019	0.03	0.048
FN1	P02751	False	FINC_HUMAN		CPI-SC08B6B74FB	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
F2	P00734	False	THRB_HUMAN		CPI-SC0BAB29E69	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
PLG	P00747	False	PLMN_HUMAN		CPI-SC04FDBA606	0.258	0.157	0.327	0.125	1.308	0.134	0.479	0.779	0.193	0.028	0.128	0.182	0.122	0.112	0.351	0.286	0.043
VTN	P04004	False	VTNC_HUMAN		CPI-SC08067D831	0.005	0.0	0.0	0.004	0.023	0.007	0.014	0.0	0.012	0.025	0.002	0.0	0.015	0.007	0.0	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0200AC9E3	0.076	0.103	0.336	0.22	0.422	0.176	0.054	0.0	2.058	0.39	0.057	0.711	0.068	0.049	0.154	0.01	0.034
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0974B60B7	0.01	0.002	0.015	0.025	0.002	0.008	0.327	0.059	0.013	0.0	0.205	0.067	1.571	0.008	0.311	0.03	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC090855C8E	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0B9199C7F	0.087	0.26	0.139	0.221	0.122	0.094	0.014	0.0	0.019	0.382	0.005	0.0	0.006	0.015	0.014	0.101	0.05
F2	P00734	False	THRB_HUMAN		CPI-SC0EC380922	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
VTN	P04004	False	VTNC_HUMAN		CPI-SC0530C27A8	0.005	0.0	0.0	0.004	0.023	0.007	0.014	0.0	0.012	0.025	0.002	0.0	0.015	0.007	0.0	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0755598EE	0.076	0.103	0.336	0.22	0.422	0.176	0.054	0.0	2.058	0.39	0.057	0.711	0.068	0.049	0.154	0.01	0.034
FGF2	P09038	False	FGF2_HUMAN		CPI-SC044E3F9B6	0.069	0.131	0.0	0.025	0.007	0.082	0.006	0.0	0.001	0.068	0.01	0.0	0.004	0.005	0.0	0.017	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0988E0218	8.099	1.511	2.661	3.743	28.891	13.355	3.922	3.156	2.59	0.535	1.824	3.4	1.38	1.244	2.806	2.403	2.453
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0E2D0DC4B	0.036	0.002	4.122	0.031	0.007	0.005	0.007	0.0	0.008	0.083	0.0	0.0	0.014	0.006	0.0	0.0	0.028
THY1	P04216	False	THY1_HUMAN		CPI-SC00756BB93	0.507	0.754	0.549	0.234	0.92	0.819	0.543	0.32	0.156	1.084	0.134	0.416	0.131	0.083	0.132	0.34	0.091
VWF	P04275	False	VWF_HUMAN		CPI-SC0E1037D03	0.18	0.993	0.006	0.022	0.006	0.027	0.021	0.0	0.016	0.045	0.051	0.0	0.009	0.011	0.0	0.044	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC05A209BEC	0.005	0.0	0.0	0.001	0.003	0.001	0.003	0.0	0.054	0.0	0.004	0.0	0.003	0.006	0.0	0.866	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SC02E74AFA5	0.123	0.019	0.023	0.03	0.0	0.007	0.013	0.0	0.023	0.105	0.014	0.164	0.0	0.0	0.0	0.01	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC0A58E6695	0.013	0.029	0.004	0.0	0.002	0.089	0.0	0.0	0.001	0.268	0.012	0.0	0.0	0.005	0.0	0.0	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC06525B099	0.055	0.02	0.0	0.298	0.004	0.03	0.003	0.156	0.002	0.173	0.002	0.0	0.005	0.009	0.0	0.003	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC095A2C115	0.125	0.129	0.211	0.092	0.135	0.103	0.124	7.243	6.389	0.028	0.131	2.473	0.142	0.111	0.129	0.052	0.672
OMD	Q99983	False	OMD_HUMAN		CPI-SC0EFCE145F	0.037	0.063	0.019	0.002	0.002	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.013	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.076	0.103	0.336	0.22	0.422	0.176	0.054	0.0	2.058	0.39	0.057	0.711	0.068	0.049	0.154	0.01	0.034
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	0.004	0.007	0.009	0.021	0.0	0.046	0.001	0.0	0.003	0.02	0.003	0.0	0.013	0.001	0.0	0.0	0.0
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC09938698A	0.015	0.011	0.0	0.004	0.005	0.001	0.0	0.0	0.006	1.745	0.002	0.0	0.0	0.0	0.0	0.002	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
SPP1	P10451	False	OSTP_HUMAN		CPI-SC07BE7830D	8.099	1.511	2.661	3.743	28.891	13.355	3.922	3.156	2.59	0.535	1.824	3.4	1.38	1.244	2.806	2.403	2.453
TNC	P24821	False	TENA_HUMAN		CPI-SC0BC542ACC	0.013	0.029	0.004	0.0	0.002	0.089	0.0	0.0	0.001	0.268	0.012	0.0	0.0	0.005	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	0.125	0.129	0.211	0.092	0.135	0.103	0.124	7.243	6.389	0.028	0.131	2.473	0.142	0.111	0.129	0.052	0.672
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC01833C7FC	0.009	0.014	0.004	0.0	0.007	0.0	0.029	0.0	0.005	0.013	0.014	0.048	0.014	0.0	0.0	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0A9EB628A	0.165	1.048	0.188	0.039	1.295	0.605	0.083	0.0	0.016	0.307	0.11	0.024	0.02	0.036	0.119	0.067	0.044
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.29	0.819	0.008	0.022	0.011	0.032	0.011	0.0	0.026	0.212	0.047	0.0	0.029	0.003	0.013	0.005	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0B4D7E0FF	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC08E97F7CA	0.165	1.048	0.188	0.039	1.295	0.605	0.083	0.0	0.016	0.307	0.11	0.024	0.02	0.036	0.119	0.067	0.044
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC098B43B5A	0.002	0.032	0.082	0.012	0.013	0.014	0.007	0.0	0.002	0.008	0.017	0.106	0.065	0.006	0.014	0.021	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0C8B4C056	0.01	0.002	0.015	0.025	0.002	0.008	0.327	0.059	0.013	0.0	0.205	0.067	1.571	0.008	0.311	0.03	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0592EC3D0	0.055	0.02	0.0	0.298	0.004	0.03	0.003	0.156	0.002	0.173	0.002	0.0	0.005	0.009	0.0	0.003	0.0
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC062C5C6C2	0.009	0.014	0.004	0.0	0.007	0.0	0.029	0.0	0.005	0.013	0.014	0.048	0.014	0.0	0.0	0.0	0.0
FBN1	P35555	False	FBN1_HUMAN		CPI-SC058F72F90	0.043	0.188	0.025	0.03	0.004	0.006	0.004	0.101	0.001	0.202	0.006	0.048	0.004	0.011	0.003	0.002	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC092C3E4DF	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
TNC	P24821	False	TENA_HUMAN		CPI-SC01195CB48	0.013	0.029	0.004	0.0	0.002	0.089	0.0	0.0	0.001	0.268	0.012	0.0	0.0	0.005	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
VTN	P04004	False	VTNC_HUMAN		CPI-SC067AD890A	0.005	0.0	0.0	0.004	0.023	0.007	0.014	0.0	0.012	0.025	0.002	0.0	0.015	0.007	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0847A64D2	0.859	3.748	0.114	0.106	0.056	0.115	0.086	0.0	0.174	1.352	0.192	0.204	0.04	0.041	0.0	0.054	0.048
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.087	0.26	0.139	0.221	0.122	0.094	0.014	0.0	0.019	0.382	0.005	0.0	0.006	0.015	0.014	0.101	0.05
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A2FE9693	0.087	0.26	0.139	0.221	0.122	0.094	0.014	0.0	0.019	0.382	0.005	0.0	0.006	0.015	0.014	0.101	0.05
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.127	0.043	0.043	0.749	0.055	0.206	0.031	0.0	0.021	0.037	0.031	0.0	0.019	0.032	0.019	0.03	0.048
CDH1	P12830	False	CADH1_HUMAN		CPI-SC007890A1C	0.127	0.043	0.043	0.749	0.055	0.206	0.031	0.0	0.021	0.037	0.031	0.0	0.019	0.032	0.019	0.03	0.048
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.069	0.131	0.0	0.025	0.007	0.082	0.006	0.0	0.001	0.068	0.01	0.0	0.004	0.005	0.0	0.017	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	8.099	1.511	2.661	3.743	28.891	13.355	3.922	3.156	2.59	0.535	1.824	3.4	1.38	1.244	2.806	2.403	2.453
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.126	0.174	0.011	0.093	0.062	0.038	0.114	0.397	1.265	0.011	0.079	0.062	0.111	0.262	0.35	0.259	0.272
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.006	0.018	0.0	0.001	0.0	0.001	0.0	0.0	0.162	0.08	0.008	0.0	0.003	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.069	0.131	0.0	0.025	0.007	0.082	0.006	0.0	0.001	0.068	0.01	0.0	0.004	0.005	0.0	0.017	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.036	0.002	4.122	0.031	0.007	0.005	0.007	0.0	0.008	0.083	0.0	0.0	0.014	0.006	0.0	0.0	0.028
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS044CF7EAE	0.034	0.087	0.002	0.022	0.032	0.012	0.061	0.0	0.046	0.056	0.1	0.143	0.129	0.025	0.144	0.171	0.0
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.0	0.002	0.013	0.003	0.011	0.002	0.001	0.0	0.001	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.031	0.006	0.0	0.003	0.001	0.007	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.0	0.002	0.02	0.0	0.022	0.008	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	1.149	0.064	0.198	0.722	0.321	0.553	0.068	0.0	0.035	0.337	0.05	0.038	0.032	0.042	0.057	0.049	0.044
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.069	0.131	0.0	0.025	0.007	0.082	0.006	0.0	0.001	0.068	0.01	0.0	0.004	0.005	0.0	0.017	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.036	0.002	4.122	0.031	0.007	0.005	0.007	0.0	0.008	0.083	0.0	0.0	0.014	0.006	0.0	0.0	0.028
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0	0.002	0.013	0.003	0.011	0.002	0.001	0.0	0.001	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.031	0.006	0.0	0.003	0.001	0.007	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.069	0.131	0.0	0.025	0.007	0.082	0.006	0.0	0.001	0.068	0.01	0.0	0.004	0.005	0.0	0.017	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.036	0.002	4.122	0.031	0.007	0.005	0.007	0.0	0.008	0.083	0.0	0.0	0.014	0.006	0.0	0.0	0.028
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.303	0.069	0.103	0.148	0.175	0.144	2.1	0.442	3.817	1.28	4.015	4.261	4.101	1.672	4.537	1.759	0.622
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0	0.002	0.013	0.003	0.011	0.002	0.001	0.0	0.001	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.031	0.006	0.0	0.003	0.001	0.007	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0	0.002	0.02	0.0	0.022	0.008	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	1.149	0.064	0.198	0.722	0.321	0.553	0.068	0.0	0.035	0.337	0.05	0.038	0.032	0.042	0.057	0.049	0.044
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
